"Unnamed..0","EJ.1.A","EJ.1.B","EJ.1.C","Total.E1","EJ.2.A","EJ.2.B","EJ.2.C","EJ.2D","EJ.2E","EJ.2F","Total.E2","Puntaje.total","HW3_grade","answer_1_c","AI","favorable","HW_1","HW_2","HW_3","Midterm_25","Midterm_25.1","Exam_35","Final_grade","Final_grade_excluding_HW_3","average_grade","had_pair","df_fe","numb_tokes","jaccard_similarity"
69,10,10,7,27,6,"6","10",7,10,10,"49","76","6,1","1. Igualdad de Oportunidades en la Educación Superior:
La implementación de cuotas asegura que estudiantes de diversas procedencias socioeconómicas y étnicas tengan acceso a las universidades públicas de alta calidad. Al permitir que más estudiantes negros, indígenas y de escuelas públicas ingresen a estas instituciones, las cuotas nivelan el campo de juego en términos de acceso a una educación superior de calidad. 
2. Cambio en la Percepción del Mérito:
Tradicionalmente, la calidad percibida de una universidad juega un papel crucial en el proceso de contratación. Con la implementación de cuotas, se garantiza que los graduados de estas instituciones representan una muestra más diversa de la población. Esto puede ayudar a cambiar la percepción de los empleadores sobre el mérito, destacando que el talento y la capacidad no están confinados a aquellos provenientes de antecedentes socioeconómicos privilegiados. 
3. Reducción del Elitismo en la Contratación:
La política de cuotas puede reducir el sesgo elitista de los empleadores al mostrar que los estudiantes de diversas procedencias pueden alcanzar altos niveles de logro académico en universidades prestigiosas. Al diversificar el cuerpo estudiantil de estas instituciones, los empleadores pueden empezar a valorar más la diversidad y las experiencias únicas que los graduados aportan, en lugar de enfocarse exclusivamente en su origen educativo. 
4. Impacto en la Discriminación Racial y Étnica:
Al aumentar la representación de estudiantes negros e indígenas en universidades públicas de alto prestigio, las cuotas pueden desafiar y potencialmente cambiar los prejuicios raciales y étnicos. Los empleadores, al ver más graduados exitosos de estos grupos en el mercado laboral, pueden comenzar a cuestionar sus propios prejuicios y estereotipos, reduciendo así la discriminación durante el proceso de contratación. 
Conclusión:
La política de cuotas en las universidades públicas brasileñas tiene el potencial de reducir el elitismo y la discriminación en el mercado laboral al promover una mayor igualdad de oportunidades educativas. Al proporcionar a los estudiantes de antecedentes diversos el acceso a una educación de alta calidad, estas políticas pueden ayudar a cambiar las percepciones de los empleadores y a fomentar un entorno de trabajo más inclusivo y equitativo. Esto, a su vez, puede disminuir la discriminación contra los negros y los pueblos indígenas, contribuyendo a una sociedad más justa. ",100,1,6.9,7,6.1,4.5,5.9,5.2,5.4,76.91729323,76.91729323,0,"df1",550,1
8,10,5,10,25,10,"6","9",10,10,10,"55","80","6,3","Este sistema afecta negativamente al comportamiento de la elasticidad de los trabajadores. Esto porque, como podemos ver en las preguntas a y b, el promedio de los alumnos de alta competencia es más alta que los con cuota. Esto puede tornarse como que los alumnos que entran por cuotas, necesitan un menor rendimiento para aprobar el examen y eso llevaría a la discriminación. Esta diferencia puede hacer que no se confíe en ellos al momento de contratación.",NA,0,6.7,5.4,6.3,3.9,4.4,4.55,4.6,64.2481203,64.2481203,1,"df1",84,0
221,10,10,7,27,10,"5","10",10,10,10,"55","82","6,5","La política de cuotas en las universidades públicas brasileñas tiene el potencial de transformar el comportamiento de preferencia socioeconómica y élite de los empleadores. Al proporcionar acceso a una educación superior de calidad a estudiantes de minorías y de bajos recursos (como lo son personas de origen indígena o afrodescendientes), se puede demostrar que la capacidad y el talento no están confinados a un grupo socioeconómico específico, nivelando las señales educativas para los empleadores. Con el tiempo, esto puede reducir la discriminación en el proceso de contratación y fomentar una cultura de equidad y diversidad en el lugar de trabajo, permitiendo que estudiantes sin importar sus origenes socioeconómicos compitan en igualdad de condiciones. Además, la diversidad de estudiantes con diferentes contextos educativos enfatiza la calidad de la educación superior como indicador principal de habilidad y preparación profesional, desafiando las preferencias tradicionales por escuelas privadas prestigiosas.",100,1,6.9,6.4,6.5,3.4,6.4,6.6,5.8,81.57894737,81.57894737,1,"df2",211,4.5
14,10,10,10,30,5,"9","10",10,10,10,"54","84","6,6","La política de cuotas en Brasil busca ampliar la participación de grupos históricamente excluidos, como afrodescendientes e indígenas, en la educación superior y el ámbito laboral. Esta iniciativa tiene como objetivo disminuir las brechas sociales existentes y promover una sociedad más justa. No obstante, su efectividad en la erradicación de conductas elitistas y discriminatorias en los procesos de contratación aún genera debate. 
La política de cuotas, al introducir mayor diversidad en el ámbito educativo y, por ende, en el mercado laboral, puede combatir el elitismo establecido en la falsa creencia de la superioridad de ciertos grupos por su origen o nivel educativo. Al facilitar el acceso a la educación superior a estudiantes de grupos marginados, las cuotas pueden desmantelar el elitismo académico, es decir, la diversidad en las universidades cuestiona las concepciones elitistas sobre la competencia y el mérito académico.Pueden también fomentar la inclusión, promoviendo una cultura de inclusión y respeto por la diversidad, valores que se pueden trasladar al ámbito laboral y por último, derribar estereotipos. 
La apertura de las universidades públicas a estudiantes de diversos orígenes y trayectorias educativas enriquece la formación de profesionales y, por ende, diversifica la fuerza laboral. Esta diversidad de perfiles motiva a las empresas a valorar habilidades y competencias más allá del historial académico tradicional, abriendo espacio a la innovación y al crecimiento.Si bien las políticas de cuotas pueden tener un impacto positivo en la reducción de la discriminación en el proceso de contratación, también existen potenciales repercusiones negativas que deben considerarse: 
•	Aspecto positivo: Equidad de oportunidades: Las cuotas pueden actuar como un mecanismo para nivelar el campo de juego, aumentando las oportunidades de empleo para grupos históricamente marginados y combatiendo la discriminación sistémica. 
•	Aspecto negativo: Percepción de desmérito: No obstante, existe el riesgo de que las personas beneficiadas por las cuotas sean percibidas como menos merecedoras de sus puestos, lo que podría generar discriminación durante el proceso de contratación. En este sentido, resulta crucial educar a los empleadores sobre el propósito y los beneficios de estas medidas. 
•	Impacto en las prácticas de contratación: Las empresas que valoran la diversidad e inclusión pueden adoptar prácticas de contratación más equitativas, reduciendo la discriminación y promoviendo una cultura de igualdad de oportunidades. 
",100,1,6.7,7,6.6,2.7,3.6,6.15,4.7,66.35338346,66.35338346,1,"df1",573,2
21,0,0,5,5,3,"5","10",2,10,10,"40","45","4,0","Se puede concluir que el hecho de haber sido admitido por “cuotas” no implica que su
rendimiento de sus promedios sea menor a los de “no cuota”. Al hacer la prueba de ttest,
podemos evidenciar que obtiene mejores promedios. Dicho esto, podría disminuir la
discriminación por parte de los elitistas, siempre y cuando tengan la información
necesaria. En sí, el proceso de contratación sería más eficiente al no contar con mala
información, además que la señalización se vería sin juicios de valores.",0,1,3.9,4.3,4,3,5.2,5.25,4.5,64.62406015,64.62406015,0,"df1",108,2
67,10,4,10,24,10,"4","10",10,10,10,"54","78","6,2","Aplicar una medida como esta, bajo mi punto de vista, puede afectar de manera negativa el comportamiento elitista, es decir, los empleadores van a priorizar aun mas trabajadores que hayan estudiado en colegio ricos/privados/prestigiosos, esto se debe a que estos últimos si o si van a tener un puntaje corte mayor que quienes tienen cuota en la universidad, por lo que esto va a ser visto como una señal de mejor desempeño laboral. De manera más simple, quienes no tienen cuota no solo estudiaron en un mejor colegio, también tuvieron que sacarse un mejor resultado en la prueba por lo que tienen una mejor señal de ser mejores trabajadores.

Respecto a la otra pregunta,  yo si creo que una política como esta va a aumentar la discriminación en el país, dado a que las personas de color e indígenas van a tener una mayor probabilidad de estudiar en una universidad (suponiendo que toda la población tiene el mismo nivel de inteligencia) por lo que las personas que no son parte de esto grupos se verán perjudicadas, es decir, tienen un efecto fijo negativo.",100,0,6.2,6.3,6.2,5.7,5.9,4.3,5.3,75.63909774,75.63909774,0,"df2",206,0
56,10,5,7,22,4,"5","10",10,10,10,"49","71","5,7","Contexto y Resultados Previos 
De acuerdo con los resultados obtenidos: 
•	La diferencia promedio en la nota de corte entre los alumnos de amplia competencia y los alumnos con cuotas es significativa. 
•	El histograma muestra que la mayoría de las diferencias están en el rango positivo, indicando que las notas de corte para los alumnos de amplia competencia tienden a ser más altas. 
•	La prueba t de muestras pareadas confirma que esta diferencia es estadísticamente significativa con un valor t de 37.733 y un p-value < 2.2e-16, lo que sugiere que la nota de corte promedio para los alumnos de amplia competencia es significativamente mayor que la de los alumnos con cuotas. 
Impacto en el Comportamiento Elitista de los Empleadores Diversificación del Perfil de Graduados 
● Diversidad en Universidades Prestigiosas: La implementación de cuotas permite que más estudiantes de escuelas públicas, negros, mulatos e indígenas accedan a universidades públicas de alta calidad. Esto diversifica el perfil de los graduados de estas instituciones prestigiosas. 
Reducción del Enfoque en la Procedencia Escolar 
•	  Cambio de Enfoque: Con una mayor diversidad de antecedentes en las universidades de prestigio, los empleadores pueden comenzar a enfocarse más en la calidad de la educación superior y las habilidades adquiridas, en lugar de la procedencia escolar. 
•	 Meritocracia Real: Esto contribuye a una visión más justa y meritocrática del mercado laboral, donde el desempeño y las habilidades se valoran más que el origen educativo. 
Impacto en la Discriminación Contra Negros e Indígenas Mejora de Oportunidades Educativas 
•	  Acceso a Educación de Calidad: Las cuotas aumentan el acceso a la educación superior para negros e indígenas, brindándoles mayores oportunidades de desarrollo profesional y académico. 
•	  Reducción de Desigualdades: Al graduarse de universidades prestigiosas, estos grupos históricamente subrepresentados tienen mejores oportunidades de competir en el mercado laboral. 
Aumento de Representación y Visibilidad 
•	●  Mayor Representación: Una mayor representación de negros e indígenas en universidades de alta calidad ayuda a reducir la discriminación en el proceso de contratación. La presencia de más graduados de estos grupos en el mercado laboral puede romper estereotipos y prejuicios existentes. 
•	Role Models: La visibilidad de individuos exitosos de estos grupos puede servir de inspiración y cambiar percepciones negativas. 
Consecuencias a Largo Plazo
Persistencia de la Brecha Salarial de Género y Racial 
● Igualdad de Oportunidades: La política de cuotas puede contribuir a la igualdad de oportunidades y a la reducción de la brecha salarial de género y racial. Con más individuos de diversos antecedentes académicos y sociales en el mercado laboral, las empresas pueden valorar más la diversidad y la inclusión. 
Cambio en la Cultura Organizacional 
•	Políticas Inclusivas: Las empresas pueden adoptar políticas más inclusivas y valorar la diversidad como un activo, promoviendo ambientes laborales más equitativos. 
•	Evaluaciones Justas: Los procesos de contratación pueden evolucionar para centrarse más en las competencias y menos en los antecedentes socioeconómicos, promoviendo una cultura organizacional más justa y equitativa. 
Conclusión 
La política de cuotas en las universidades públicas brasileñas tiene el potencial de transformar el comportamiento elitista de los empleadores y reducir la discriminación contra negros e indígenas en el proceso de contratación. Al diversificar el perfil de los graduados y demostrar que el mérito y la capacidad no están restringidos a ciertos grupos socioeconómicos o raciales, se promueve una evaluación más justa y basada en competencias reales. Esto puede llevar a un mercado laboral más inclusivo y equitativo, donde las oportunidades no estén limitadas por el origen educativo o racial.",100,1,4,6.1,5.7,2.8,4,5.3,4.3,61.05263158,61.05263158,0,"df1",888,1.5
53,10,10,7,27,10,"6","10",10,10,10,"56","83","6,5","Primero, y tal como se explicaba en el enunciado de la pregunta, es importante notar que el sistema de admisión de Brasil, es extremadamente competitivo por naturaleza, por lo tanto, es un “mercado” en el que solamente serán aceptados los mejores actores, haciendo que el sistema sea más “recompensador” a aquellos que se esfuercen, de mayor manera, independiente de su procedencia. Además, se menciona que las mejores universidades son las públicas, y que son gratis, por lo tanto, se elimina directamente otra barrera de entrada para aquellos que no cuentan con los recursos, lo que implica, que sin observar los datos, ya se sabe que el sistema brasilero es más equitativo e inclusivo en términos de admisión. Ahora, basado en los resultados obtenidos del t-test de la pregunta anterior, hay una diferencia importante con respecto a las notas de corte entre los estudiantes, donde los estudiantes de las cuotas obtienen, en promedio, menores calificaciones que los otros. Lo anterior, implica que la política implementada parece estar funcionando, ya que, aquellos con cuotas tienen casi 50 puntos menos que los demás, pero aun así cuentan con acceso a las universidades. Por lo tanto, desde el punto de vista de los empleadores, si toman las universidades (y su calidad) como señal para el nivel del trabajador, está claro que esta política aumenta las posibilidades que aquellos desfavorecidos tienen de ser contratados. Pero también, puede darse el caso de que los entrevistadores se guíen, además, por las notas obtenidas, situación en la cual, tal como se pudo observar en el test, los alumnos de amplia competencia debieran (en promedio) tener mayores oportunidades de contratación. De lo anterior, podemos pensar que el comportamiento elitista de los entrevistadores presentaría disminuciones, aumentando la consideración de contratación de aquellos “discriminados”, permitiendo un acceso más equitativo a todos. ",34,1,6,6.7,6.5,5,5.7,4.5,5.2,73.45864662,73.45864662,1,"df2",434,0
301,10,10,7,27,8,"5","10",7,10,10,"50","77","6,1","La política de cuotas en Brasil afectaría al comportamiento de los empleadores, ya que al entrar a las universidades, las personas de escuelas públicas, personas negras o personas de pueblos originarios tienen más oportunidades, por lo que también habrá más diversidad e inclusión en la educación superior y posteriormente en el mercado laboral. Asimismo, los empleadores verán que más personas de este tipo estarán estudiando carreras profesionales y por consecuencia reducirán los prejuicios, estereotipos y discriminación que la sociedad tiene hacia ellos.",100,1,6.9,6.9,6.1,4.3,6.5,5.8,5.7,81.5037594,81.5037594,1,"df2",90,2
52,0,5,7,12,10,"8","10",7,10,9,"54","66","5,4","Nosotros creemos que esta medida disminuye considerablemente la discriminación hacia los negros y los pueblos indígenas ya que en las respuestas anteriores nos podemos dar cuenta que aquellas personas que no tienen cuotas, osea, no son negras ni de pueblos indígenas tienen un puntaje de corte promedio mayor a los que si tienen cuotas, por lo tanto, en las universidades aumentaran la cantidad de personas negras y de pueblos indígenas. Esto va a afectar el comportamiento elitista de los empleadores ya que con el pasar del tiempo va a haber evidencia empírica de que el rendimiento de los trabajadores no depende del colegio del que salieron, si no que depender más de la universidad en que estudiaron. Este hecho va a provocar que a medida que avance el tiempo va a ir disminuyendo cada vez más la discriminación los negros y de pueblos indígenas.",100,1,6.2,6.8,5.4,3.6,5.3,4.7,4.8,67.96992481,67.96992481,1,"df2",152,1.5
54,10,7,7,24,3,"4","10",10,10,10,"47","71","5,7","Basándome en los resultados obtenidos anteriormente, la política de cuotas en las universidades
públicas de Brasil tiene implicaciones significativas en el mercado laboral y en la discriminación.
Esta política podría reducir el elitismo en la contratación porque estudiantes de grupos desfavorecidos
tendrían más acceso a universidades de alta calidad. Esto puede equilibrar las oportunidades y hacer que
los empleadores consideren más la calidad de la educación superior que el origen socioeconómico del
empleado.
La inclusión de estudiantes negros e indígenas en universidades públicas prestigiosas disminuye la
discriminación en el proceso de contratación. Los empleadores tendrían que basar sus decisiones más en
las habilidades y logros académicos que en el origen étnico o social de los candidatos.
Además, a largo plazo, la política de cuotas puede promover una mayor diversidad en el lugar de trabajo,
lo cual es beneficioso tanto para la equidad social como para la innovación y la productividad dentro de
las empresas.",68,1,6.7,7,5.7,4.4,5.4,4.75,5.1,72.14285714,72.14285714,0,"df1",175,6.5
91,10,10,7,27,10,"8","10",10,10,10,"58","85","6,7","Dado que la diferencia entre la notas de corte promedio es significativa, ósea la nota promedio de corte para los alumnos de amplia competencia es significativamente mayor, yo considero que la política de cuotas puede tener un impacto significativo para reducir el comportamiento elitista de los empleadores, ya que esta política de cuotas logra reducir la brecha educacional (al instaurar ptjs de corte ajustados a las posibles desventajas de acceso educacional que tienen ciertos grupos) con lo cual logra diversificar la población estudiantil, y en consecuencia, diversificar los profesionales bien capacitados (de universidades publicas), fomentando una mayor equidad e inclusión en el mercado laboral y desestimando los prejuicios y estereotipos elitistas que tienen los empleadores, al demostrar que las personas graduadas de colegio no elite, también son muy capaces. 
En relación a lo anterior, de la misma manera, creo que esta política ayudara a disminuir la discriminacion contra las personas de raza negra y/o pertenecientes a los pueblos indigenas, ya que esta contribuirá a que puedan acceder a estudiar en la universidad publica (disminuyendo la brecha educacional), logrando una mayor educación y capacitación (en comparación a si no hubieran tenido acceso a la universidad), por tanto acotando la discriminacion (educacional) en el mercado laboral. ",63,1,6.7,6.6,6.7,4.7,5.3,5,5.3,73.90977444,73.90977444,0,"df2",267,1.5
13,10,5,7,22,8,"4","2",10,10,10,"44","66","5,4","La discriminación en el proceso de contratación contra los grupos mencionados, podría verse afectada y disminuida gracias a las políticas de cuotas, pues su objetivo es aumentar la representación y presencia de estos grupos en las universidades, y demostrar que los grupos mencionados pueden desempeñarse en áreas de alto redimiendo académico. Lo anterior podría reducir la discriminación en el proceso de contratación, pues dejarían de ser relevantes sus orígenes, y podría competir de igual a igual con personas que tal vez tuvieran un mucho mejor y más fácil camino ""inicial"" en la vida.",0,1,6.8,6.2,5.4,2.8,3.3,5.6,4.4,62.18045113,62.18045113,0,"df1",102,3
26,10,5,7,22,10,"6","10",5,10,10,"51","73","5,9","Posibles impactos de la Política de Cuotas en el Comportamiento Elitista:
1. La política de cuotas puede ayudar a diversificar el alumnado en las universidades públicas brasileñas, que son altamente competitivas y de mayor calidad, al garantizar que los alumnos de minorías y de bajos recursos tengan acceso a estas instituciones de prestigio, se incrementa la representación de estos grupos en el ámbito laboral.
2. Los empleadores, al observar un aumento en la cantidad de graduados provenientes de estas universidades públicas, podrían comenzar a valorar más la calidad de la educación superior que lo
s candidatos han recibido, en lugar de enfocarse únicamente en el tipo de escuela secundaria de d
onde provienen, todo esto llevaría a finalmente un cambio en los criterios de selección, quitándole protagonismo al criterio de educación secundaria.
Todo esto obviamente ayudaría mucho a reducir la discriminación, no solo de los negros y de los
indígenas, sino que la discriminación en el proceso de elección en general.",60,1,6.4,6.7,5.9,4.6,4.6,4.25,4.7,66.80451128,66.80451128,1,"df1",183,5
211,10,5,7,22,10,"6","7",7,10,10,"50","72","5,8","En Chile, existe este problema de que los entrevistadores de trabajo le dan mucha más prioridad a los alumnos que tuvieron acceso a escuelas particulares que aquellos candidatos que estudiaron en escuelas de acceso público, dándoles una gran ventaja a estos primeros, cuando los estudios del colegio no debiesen ser una señal relevante para ser considerada por el entrevistador, y por encima de sus estudios de educación superior.

Como pudimos comprobar en los incisos a) y b), efectivamente en los distintos cursos existen diferencias promedio en las notas de corte entre alumnos de alta competencia v/s alumnos con cuotas (siendo la nota exigida más alta para estos primeros). Esta política de cuotas que se emplea en las universidades públicas brasileñas, tiene el potencial de desafiar y reducir el comportamiento elitista por parte de los empleadores (como sucede fuertemente en Chile), reduciendo así, la discriminación estructural contra negros e indígenas y procedentes de escuelas públicas. Esto permite dar oportunidades más equitativas de acceso a educación superior de calidad, para que así, empleadores tomen como señal la educación superior, y no enfocándose en el tipo de colegio al cual el candidato accedió, ni color de piel, ni cualquier otra característica que permite al empleador tomar un comportamiento elitista, permitiendo que los individuos puedan competir basándose en su talento y mérito, independientemente de su trasfondo socioeconómico o étnico.

Por lo mismo, esta política permite reducir la discriminación contra los negros y candidatos provenientes de pueblos indígenas en el proceso de contratación, con las cuotas, se reducen barreras que limitan su acceso a educación superior. Con esto, se contribuye a oportunidades más equitativas en el mercado laboral.",44,1,6.9,6.9,5.8,3.6,5.4,5.8,5.3,74.73684211,74.73684211,1,"df2",310,3
78,10,5,7,22,8,"5","9",10,10,10,"52","74","5,9","La implementaci ́on de estas pol ́ıticas afecta directamente al comportamiento de los empleadores de Brasil y tambi ́en afecta a la discriminaci ́on racial. Como primer punto, estas pol ́ıticas permiten que una mayor cantidad de estudiantes historicamente desfavorecidos puedan acceder a las universidades las cuales son m ́as prestigiosas y, por lo tanto, m ́as dificiles de entrar. Gracias a esto, este grupo puede derribar las barreras sosioecon ́omicas, de otro modo no hubieran podido entrar a la universidad. Esto genera una disminuci ́on en la discrimi- naci ́on al aumentar la inclusi ́on. Esto lleva a que ahora los empleadores puedan priorizar m ́as la educaci ́on superior, debido a que ahora todos pueden entrar a esta, siempre y cuando se esfuerzen y este esfuerzo en la educaci ́on superior lo que los empleadores m ́as deber ́ıan priorizar.",100,1,6.8,6.3,5.9,4,5.6,5.7,5.3,75.93984962,75.93984962,0,"df2",193,0
22,10,10,7,27,10,"9","10",10,10,10,"59","86","6,7","Al asegurar que más estudiantes negros e indígenas ingresen a universidades prestigiosas, el
sistema de cuotas aumenta su representación en la fuerza laboral profesional, ayudando a
reducir la discriminación al normalizar la diversidad en la educación superior y,
posteriormente, en el mercado laboral. Las historias de éxito de estudiantes de cuota que
sobresalen en sus campos pueden servir como contra-narrativas poderosas a los prejuicios
existentes, alentando a los empleadores a enfocarse en las habilidades y logros de los
candidatos en lugar de su origen racial o étnico. Con el tiempo, el sistema de cuotas puede
llevar a cambios culturales más amplios, haciendo que la diversidad y la inclusión sean más
valoradas en el lugar de trabajo. Los empleadores podrían implementar prácticas de
contratación más inclusivas al reconocer los beneficios de una fuerza laboral diversa.",100,1,6.7,7,6.7,4.6,4.2,4.65,4.8,67.85714286,67.85714286,1,"df1",156,3.5
61,0,5,10,15,0,"5","10",10,10,10,"45","60","5,0","Usando el sistema brasileño, se podría generar un sesgo negativo significativo hacia los grupos
que estudiaron con cuotas, pudiendo creer que estos no tienen los mismos méritos o nivel
educativo que un profesional que estudió sin cuotas (y por ende tuvo que entrar con un puntaje
de corte más alto). Esto a la larga estaría reforzando el comportamiento elitista de los
empleadores, que pueden desmeritar el nivel profesional de una persona de color o indígena a
pesar de contar con la misma formación universitaria que una persona que postuló sin cuotas.",100,0,5.6,6.6,5,3.4,6.1,6.25,5.4,77.78195489,77.78195489,0,"df1",103,0
32,10,5,10,25,4,"8","7",5,10,10,"44","69","5,6","Puede verse dos lados de la misma moneda para esta pregunta. Por un lado, al existir una
ventaja comparativa estadísticamente significativa en la nota de corte para negros, pueblos
indígenas y escuela publica versus el resto (amplia competencia), esta ventaja puede
generar desconfianza en los empleadores y empeorar el comportamiento elitista, “Quizás
si no fuera por la quota no estaría en una universidad tan buena” y resultar en incluso
menores niveles de contratación para estos sectores. Ahora, si vemos el otro lado de la
moneda. El mercado laboral estará compuesto por un mayor porcentaje de estos sectores,
por lo que inevitablemente se contrataran más.
Sea cual sea el resultado, existe el peligro de que la amplia competencia y los contratadores
no vean el verdadero valor e importancia de las quotas y las perciban como una injusticia,
empeorando la discriminación en Brasil.",46,0,6.2,2.7,5.6,4.6,4,4.9,4.6,64.81203008,64.81203008,0,"df1",172,0
17,10,10,7,27,4,"7","9",7,10,10,"47","74","5,9","La política de cuotas está diseñada para permitir a estudiantes de grupos subrepresentados, como
aquellos provenientes de escuelas públicas, negros, e indígenas, acceder a la educación superior.
Esto nivela el campo de juego al dar oportunidades a estudiantes que, de otra manera, podrían haber
sido excluidos debido a la competencia basada exclusivamente en notas de corte.
Al proporcionar acceso a una educación superior de calidad a un grupo más diverso de estudiantes,
las universidades públicas ayudan a crear una fuerza laboral más diversificada. Esto puede forzar a
los empleadores a considerar habilidades y competencias más allá del nombre de la institución
secundaria del candidato.
También genera cambio en las percepciones de prestigio; a medida que los graduados de diversas
procedencias académicas ingresan al mercado laboral y demuestran su competencia, la percepción
de que solo los alumnos de colegios prestigiosos pueden tener éxito puede debilitarse. Esto puede
reducir la dependencia de los empleadores en el historial escolar como criterio principal de
selección.",100,1,6.7,6.9,5.9,4.7,4.9,4.75,5,71.31578947,71.31578947,1,"df1",188,1.5
48,10,10,7,27,7,"6","10",10,10,10,"53","80","6,3","Observando los resultados, el valor p es igual a 2.2e-16 (que es igual a 0.00000000000000022), un número menor al grado de significancia de 5%. Esto se puede interpretar como que la diferencia entre las dos medias es significativa por lo que rechazamos la hipótesis nula de que no existe diferencia entre ambas. El t-test también permite ver la diferencia de medias estimada que corresponde a 48.62864. En otras palabras, la nota corte promedio de un alumno con cuotas es 48.62 menor a la de uno de alta competencia.

Estos resultados demuestran que los alumnos beneficiarios de cuotas tienen una ventaja sobre aquellos alumnos de alta competencia ya que el puntaje de corte es 48.62 menor, lo que les garantiza un acceso más fácil. Esta medida ayuda a combatir la barrera de acceso a la educación superior que enfrentan ciertos grupos marginados ya que de esta manera se compensa la diferencia que existía producto de la diferencia entre establecimientos escolares.

La existencia de una política de cuotas permite restarle importancia al establecimiento escolar básico al que un individuo asiste lo que equipara las oportunidades entre aquellos con alto y bajo acceso a la educación. De esta forma se logra promover la inclusión de estos grupos marginados además de enfocar el proceso de selección de alumnos en base a los méritos académicos y el esfuerzo de estos. Gracias a esta política las diferencias socioeconómicas y raciales no afectan negativamente a ciertos grupos, permitiendo un justo acceso a la educación superior.

Este acceso a la educación superior se traducirá en una mayor contratación laboral de
los grupos marginados y que llevará a un cambio en la percepción de los empleadores
sobre estos grupos. Gracias a esto existirá una mayor diversidad, donde las capacidades sean lo que distingan a unos trabajadores de otros.",60,1,7,6.1,6.3,4.4,5.6,6,5.6,79.02255639,79.02255639,1,"df1",341,2.5
77,10,5,4,19,3,"5","10",7,9,10,"44","63","5,2","El sistema de cuotas (becas) en sí no genera un cambio en la discriminación pues el
empleador no ve si un individuo tuvo o no beca, lo que si puede generar un cambio es que el
sistema de becas se puede usar en instituciones públicas de alta calidad, el establecimiento si
representa una señal para el empleador y, por tanto, podría representar una baja en la
discriminación racial debido a que no se concentran en la etnia en sí.",NA,1,6.9,6.5,5.2,5.1,5.6,6.2,5.8,82.93233083,82.93233083,0,"df2",90,0
43,10,5,10,25,5,"5","7",7,10,10,"44","69","5,6","La inclusión de esta cuota para las personas negras, mulatas, indígenas y egresados de colegios pertenecientes al sistema público puede llegar a reforzar el comportamiento elitista por parte de los empleadores brasileños, porque antes si una persona del grupo anteriormente mencionado se presentaba con un titulo, el empleador sabía que es porque había obtenido un gran puntaje y destacaba por sobre el resto en cambio ahora, es más probable que la persona haya logrado entrar a aquella universidad, debido a que el sistema la favorecía más que por ser excepcional, por ello los empleadores pueden tener un mayor prejuicio y dudar acerca de las verdaderas capacidades de la persona, egresada donde supuestamente ingresan los mejores, sin ser el mejor, pudiendo tener un impacto negativo en el proceso de selección para las personas de los grupos mencionados en un inicio. ",0,0,6.4,6.3,5.6,4.3,4,5,4.7,67.06766917,67.06766917,1,"df2",180,3
